	0	1	2	3	4	5
0	81.13653581998739	162.74356355874696	818.5456966875274	253.90485290068096	96.83129507690691	492.83249451174254
1	33.161190820116346	75.26715983379144	0.0	120.03117524281167	93.79559194809943	0.0
2	103.21119639108748	155.8140689607721	0.0	0.0	125.64981171610233	352.28547796672444
3	121.41120177287388	122.64978620560731	931.1929649573779	0.0	122.64978620560731	466.4122720592836
4	45.39274333402349	45.39274333402349	0.0	265.5907087126869	80.54367046021503	48.04206037740606
5	65.99694759722249	68.82075850161354	0.0	0.0	0.0	0.0
6	76.78094142617144	296.70736746909824	0.0	76.38106057741959	78.63548262070077	0.0
7	105.70081939976126	120.15151673203604	0.0	0.0	0.0	105.70081939976126
8	188.06578901282705	194.2606454211314	881.1343783501975	450.10891842493396	201.07778571164982	249.72548907467234
9	61.58766140887493	71.43932834827591	0.0	236.25363692625672	61.94253284177947	0.0
